application_id,customer_id,application_date,loan_purpose,loan_amount_requested,term_months,interest_rate_offered,channel
APP001596,CUST003929,2023-08-23,Debt Consolidation,30000,60,12.1,Broker
APP001597,CUST005744,2024-06-26,Debt Consolidation,10000,60,15.94,Broker
APP001598,CUST000784,2024-09-23,Travel,24500,36,7.54,Online
APP001599,CUST005537,2023-07-21,Home Renovation,21500,48,7.64,Broker
APP001600,CUST001075,2024-10-14,Wedding,25500,36,11.78,Branch
APP001601,CUST002593,2024-02-20,Car Purchase,5000,48,10.04,Online
APP001602,CUST002118,2023-04-14,Debt Consolidation,36000,36,16.86,Branch
APP001603,CUST005535,2024-09-12,Home Renovation,30500,60,8.69,Online
APP001604,CUST004127,2023-01-06,Car Purchase,46000,48,14.89,Broker
APP001605,CUST005088,2024-03-16,Other,47500,24,18.7,Branch
APP001606,CUST003534,2024-09-06,Other,35000,36,9.33,Online
APP001607,CUST003865,2023-01-11,Medical,21000,48,21.85,Online
APP001608,CUST005763,2024-10-28,Debt Consolidation,30000,48,14.53,Broker
APP001609,CUST005203,2023-08-29,Car Purchase,46000,36,13.02,Broker
APP001610,CUST005890,2023-05-20,Wedding,23000,36,19.58,Broker
APP001611,CUST000386,2024-01-14,Debt Consolidation,36000,36,9.66,Online
APP001612,CUST004155,2024-08-13,Home Renovation,21500,12,7.83,Online
APP001613,CUST000082,2024-08-05,Debt Consolidation,37500,36,16.58,Broker
APP001614,CUST005573,2023-08-11,Home Renovation,46500,12,11.82,Broker
APP001615,CUST000539,2024-11-25,Debt Consolidation,15000,36,13.64,Online
APP001616,CUST005818,2023-02-02,Medical,34500,48,18.36,Broker
APP001617,CUST005572,2024-05-22,Home Renovation,32500,36,16.5,Online
APP001618,CUST000823,2023-06-15,Home Renovation,32500,60,14.6,Branch
APP001619,CUST004413,2024-01-21,Debt Consolidation,14500,60,10.53,Online
APP001620,CUST000085,2023-04-28,Debt Consolidation,33000,36,15.62,Broker
APP001621,CUST002852,2024-07-02,Home Renovation,17500,48,18.33,Branch
APP001622,CUST001805,2024-12-20,Debt Consolidation,38500,24,12.72,Broker
APP001623,CUST001798,2024-08-28,Travel,46500,36,15.64,Online
APP001624,CUST000721,2024-08-21,Debt Consolidation,24500,60,17.05,Branch
APP001625,CUST003144,2023-02-12,Home Renovation,39000,60,11.1,Online
APP001626,CUST004316,2024-12-03,Travel,45500,24,8.51,Online
APP001627,CUST005888,2024-10-18,Home Renovation,23000,36,11.99,Branch
APP001628,CUST000101,2023-07-16,Medical,28500,48,21.32,Online
APP001629,CUST001069,2024-08-18,Wedding,15000,48,22.24,Branch
APP001630,CUST003207,2023-04-16,Home Renovation,7000,36,15.47,Online
APP001631,CUST002624,2024-11-19,Medical,8000,12,7.52,Online
APP001632,CUST005549,2023-07-31,Car Purchase,4500,36,14.67,Online
APP001633,CUST005496,2024-06-23,Medical,36000,48,12.23,Online
APP001634,CUST002467,2024-11-18,Medical,28500,48,22.46,Branch
APP001635,CUST001902,2023-06-13,Debt Consolidation,25500,24,19.02,Online
APP001636,CUST003813,2023-12-23,Car Purchase,22000,36,20.05,Online
APP001637,CUST000925,2023-12-27,Wedding,31000,36,14.99,Online
APP001638,CUST004992,2024-06-18,Debt Consolidation,41000,36,14.54,Online
APP001639,CUST001248,2023-05-14,Wedding,28000,48,21.28,Branch
APP001640,CUST003794,2023-07-15,Home Renovation,34500,24,18.03,Online
APP001641,CUST003539,2024-05-01,Car Purchase,43500,12,18.24,Online
APP001642,CUST002069,2023-01-12,Car Purchase,12500,24,8.61,Online
APP001643,CUST004170,2024-07-05,Car Purchase,16000,36,15.32,Online
APP001644,CUST003094,2024-03-28,Travel,36000,24,10.07,Branch
APP001645,CUST000139,2024-02-09,Car Purchase,44500,12,7.93,Broker
APP001646,CUST002774,2023-09-21,Home Renovation,8000,12,16.48,Online
APP001647,CUST003025,2023-02-05,Debt Consolidation,12500,24,10.39,Online
APP001648,CUST001712,2024-04-10,Wedding,5000,48,15.64,Online
APP001649,CUST002325,2023-09-08,Car Purchase,8500,24,19.37,Online
APP001650,CUST002341,2024-04-13,Debt Consolidation,8000,36,14.2,Branch
APP001651,CUST002458,2023-07-30,Car Purchase,24500,48,12.82,Online
APP001652,CUST004162,2023-10-28,Home Renovation,21500,60,7.87,Broker
APP001653,CUST004771,2024-01-15,Other,45000,48,9.67,Branch
APP001654,CUST005789,2024-01-08,Debt Consolidation,20500,24,19.25,Online
APP001655,CUST000978,2023-06-26,Debt Consolidation,45000,24,10.13,Broker
APP001656,CUST005112,2024-10-01,Debt Consolidation,39000,24,21.46,Broker
APP001657,CUST003899,2024-07-01,Car Purchase,18500,36,16.96,Online
APP001658,CUST001417,2023-10-30,Debt Consolidation,18000,48,22.33,Broker
APP001659,CUST001759,2024-04-02,Debt Consolidation,46500,36,15.5,Online
APP001660,CUST001958,2023-09-21,Car Purchase,9000,24,21.74,Online
APP001661,CUST004895,2023-12-20,Debt Consolidation,22500,36,9.09,Branch
APP001662,CUST001765,2024-08-21,Debt Consolidation,45500,60,13.99,Online
APP001663,CUST004665,2023-10-04,Debt Consolidation,11000,36,18.1,Branch
APP001664,CUST002974,2024-10-13,Car Purchase,14500,24,10.82,Online
APP001665,CUST005668,2024-12-16,Home Renovation,8000,48,10.32,Online
APP001666,CUST005576,2024-06-29,Car Purchase,12000,48,10.75,Online
APP001667,CUST003718,2024-01-25,Other,17500,12,16.49,Broker
APP001668,CUST004063,2023-10-28,Home Renovation,18500,36,16.36,Online
APP001669,CUST001015,2023-07-16,Home Renovation,2000,24,10.59,Online
APP001670,CUST001480,2023-05-16,Debt Consolidation,13500,60,7.71,Online
APP001671,CUST001248,2023-06-08,Debt Consolidation,20500,24,22.42,Branch
APP001672,CUST004028,2023-03-13,Home Renovation,43000,36,19.44,Broker
APP001673,CUST002217,2024-04-04,Medical,27500,36,13.2,Online
APP001674,CUST004091,2023-09-21,Debt Consolidation,30000,60,21.32,Online
APP001675,CUST004672,2024-02-03,Car Purchase,42000,48,14.94,Online
APP001676,CUST005889,2024-08-12,Wedding,46000,24,20.13,Branch
APP001677,CUST001369,2023-12-18,Home Renovation,48500,36,17.11,Branch
APP001678,CUST000344,2023-10-27,Travel,19500,24,11.57,Online
APP001679,CUST004802,2024-09-05,Home Renovation,15000,60,13.72,Branch
APP001680,CUST004326,2023-01-09,Travel,23500,12,17.44,Online
APP001681,CUST002866,2024-07-17,Other,15000,24,13.65,Branch
APP001682,CUST004351,2024-10-23,Home Renovation,9500,12,20.63,Branch
APP001683,CUST002408,2024-03-27,Debt Consolidation,6000,36,8.66,Online
APP001684,CUST000269,2023-05-05,Wedding,11000,48,13.09,Broker
APP001685,CUST001090,2024-07-30,Medical,35000,48,19.56,Online
APP001686,CUST000556,2023-02-03,Wedding,38000,36,11.09,Online
APP001687,CUST005150,2024-07-09,Car Purchase,11500,24,21.02,Broker
APP001688,CUST000943,2023-08-28,Travel,38500,12,13.95,Online
APP001689,CUST003040,2024-04-04,Car Purchase,28000,60,14.52,Online
APP001690,CUST002780,2024-03-16,Medical,18500,60,16.12,Online
APP001691,CUST004829,2024-12-13,Debt Consolidation,12500,36,10.24,Online
APP001692,CUST004302,2024-07-30,Debt Consolidation,42500,48,22.17,Branch
APP001693,CUST003470,2024-07-03,Wedding,30500,12,9.88,Online
APP001694,CUST004668,2023-07-30,Home Renovation,25000,36,8.82,Branch
APP001695,CUST004536,2023-11-14,Debt Consolidation,22000,24,19.61,Online
APP001696,CUST003046,2024-09-17,Medical,23000,48,18.87,Broker
APP001697,CUST000663,2024-02-08,Other,29500,12,20.45,Online
APP001698,CUST001279,2024-05-20,Other,31500,48,7.74,Online
APP001699,CUST001593,2023-10-16,Debt Consolidation,29000,24,21.01,Online
APP001700,CUST005189,2023-01-15,Travel,11000,36,10.47,Broker
APP001701,CUST000238,2023-07-25,Debt Consolidation,47500,24,19.73,Branch
APP001702,CUST000817,2024-05-22,Home Renovation,23500,36,13.95,Online
APP001703,CUST000888,2024-06-24,Other,33000,48,20.82,Online
APP001704,CUST005102,2023-10-27,Debt Consolidation,34500,36,8.47,Branch
APP001705,CUST005661,2023-07-10,Debt Consolidation,16000,48,16.26,Online
APP001706,CUST000689,2023-08-01,Home Renovation,28500,12,14.91,Branch
APP001707,CUST003555,2024-09-03,Debt Consolidation,43500,24,21.2,Online
APP001708,CUST003193,2024-10-15,Debt Consolidation,44500,36,15.87,Broker
APP001709,CUST001791,2024-11-04,Debt Consolidation,39000,24,10.71,Broker
APP001710,CUST002254,2024-08-13,Debt Consolidation,38500,60,9.13,Branch
APP001711,CUST000272,2024-01-08,Home Renovation,35500,48,15.08,Online
APP001712,CUST004381,2024-03-29,Travel,13000,36,21.77,Broker
APP001713,CUST000277,2024-05-22,Debt Consolidation,30000,24,18.62,Branch
APP001714,CUST003011,2024-11-17,Wedding,2500,48,19.75,Branch
APP001715,CUST001349,2023-01-04,Debt Consolidation,47500,24,8.63,Online
APP001716,CUST001836,2024-03-31,Home Renovation,44500,36,9.33,Online
APP001717,CUST002706,2023-05-20,Medical,18000,24,17.88,Broker
APP001718,CUST000824,2024-09-19,Debt Consolidation,39000,24,10.41,Online
APP001719,CUST002728,2023-02-27,Home Renovation,12500,12,8.21,Online
APP001720,CUST001052,2023-12-14,Debt Consolidation,7000,36,11.96,Branch
APP001721,CUST000711,2023-04-23,Home Renovation,3000,12,18.21,Branch
APP001722,CUST002340,2024-02-29,Travel,31000,12,22.08,Branch
APP001723,CUST000360,2024-09-22,Debt Consolidation,2500,60,11.52,Online
APP001724,CUST003396,2024-08-22,Travel,2000,36,22.39,Online
APP001725,CUST001696,2024-05-06,Debt Consolidation,40500,48,7.57,Broker
APP001726,CUST005754,2024-06-27,Car Purchase,43000,36,14.02,Online
APP001727,CUST000553,2024-11-08,Car Purchase,6000,48,9.37,Online
APP001728,CUST001023,2023-01-25,Car Purchase,28500,24,7.57,Broker
APP001729,CUST003218,2024-11-23,Car Purchase,20000,24,17.56,Branch
APP001730,CUST000280,2023-04-15,Home Renovation,13500,12,18.92,Online
APP001731,CUST003561,2024-12-30,Other,39500,48,17.08,Broker
APP001732,CUST004180,2023-01-04,Car Purchase,11000,24,14.22,Branch
APP001733,CUST001203,2024-12-01,Travel,18000,60,18.86,Broker
APP001734,CUST005821,2023-10-25,Debt Consolidation,42000,48,14.47,Online
APP001735,CUST002352,2023-12-12,Home Renovation,11000,12,18.79,Branch
APP001736,CUST001375,2023-01-17,Home Renovation,31500,36,20.35,Broker
APP001737,CUST001893,2024-09-06,Travel,8500,36,7.8,Online
APP001738,CUST005245,2023-06-07,Travel,32500,36,10.38,Online
APP001739,CUST002410,2024-02-29,Home Renovation,25000,36,17.67,Branch
APP001740,CUST001472,2023-06-13,Home Renovation,3500,48,17.83,Online
APP001741,CUST000716,2024-09-15,Debt Consolidation,45000,24,19.31,Broker
APP001742,CUST005550,2023-06-18,Other,36500,60,8.86,Branch
APP001743,CUST002444,2024-12-07,Wedding,6000,12,21.97,Online
APP001744,CUST005184,2023-04-13,Wedding,45500,36,12.35,Broker
APP001745,CUST004017,2023-05-04,Other,6500,48,21.11,Broker
APP001746,CUST001044,2023-11-27,Wedding,11000,36,9.09,Online
APP001747,CUST002958,2024-07-13,Debt Consolidation,27500,36,9.75,Online
APP001748,CUST002075,2024-01-23,Debt Consolidation,8000,48,18.94,Branch
APP001749,CUST003355,2023-07-04,Travel,42000,24,18.56,Broker
APP001750,CUST005461,2024-07-15,Medical,2500,24,22.08,Branch
APP001751,CUST000084,2023-09-24,Wedding,11500,36,9.99,Branch
APP001752,CUST005080,2023-03-21,Car Purchase,37000,36,11.52,Online
APP001753,CUST002237,2024-08-19,Debt Consolidation,12000,24,19.47,Branch
APP001754,CUST003490,2024-07-28,Debt Consolidation,33500,48,19.98,Online
APP001755,CUST005579,2023-01-06,Car Purchase,31500,36,8.11,Broker
APP001756,CUST005036,2023-03-26,Car Purchase,31500,60,14.82,Branch
APP001757,CUST002142,2023-12-17,Debt Consolidation,13500,48,11.31,Broker
APP001758,CUST000734,2023-07-07,Travel,33000,12,22.0,Broker
APP001759,CUST002184,2024-08-22,Car Purchase,38500,48,13.85,Online
APP001760,CUST001329,2024-07-08,Home Renovation,28500,24,18.43,Online
APP001761,CUST002297,2023-03-18,Home Renovation,41500,60,20.08,Broker
APP001762,CUST005292,2023-01-12,Car Purchase,3500,24,8.89,Online
APP001763,CUST003873,2024-03-15,Travel,11500,36,17.42,Online
APP001764,CUST005557,2024-05-18,Travel,12000,36,12.51,Broker
APP001765,CUST002546,2023-04-04,Car Purchase,8000,24,14.51,Broker
APP001766,CUST001742,2024-07-01,Home Renovation,37000,24,8.54,Broker
APP001767,CUST002113,2024-06-01,Debt Consolidation,37500,60,14.45,Online
APP001768,CUST002081,2023-03-07,Travel,29000,36,10.54,Broker
APP001769,CUST001169,2023-02-12,Home Renovation,30500,48,20.76,Online
APP001770,CUST001876,2023-11-23,Debt Consolidation,4500,36,11.43,Online
APP001771,CUST001309,2024-02-15,Debt Consolidation,19500,36,18.77,Online
APP001772,CUST001906,2023-02-20,Debt Consolidation,20500,36,9.8,Branch
APP001773,CUST000350,2023-09-29,Debt Consolidation,34500,36,22.17,Broker
APP001774,CUST003860,2023-12-29,Travel,8000,12,12.49,Branch
APP001775,CUST000585,2024-08-26,Other,15000,60,12.06,Online
APP001776,CUST001530,2024-02-14,Car Purchase,34000,12,21.97,Branch
APP001777,CUST000863,2023-11-28,Debt Consolidation,26500,24,10.63,Branch
APP001778,CUST001858,2023-04-12,Debt Consolidation,19500,36,19.29,Online
APP001779,CUST001490,2024-02-16,Debt Consolidation,17000,60,14.82,Broker
APP001780,CUST005594,2024-01-25,Car Purchase,7000,36,20.48,Branch
APP001781,CUST001355,2023-01-18,Debt Consolidation,27500,24,18.14,Branch
APP001782,CUST000471,2023-05-02,Debt Consolidation,12000,60,14.34,Broker
APP001783,CUST000643,2023-05-02,Debt Consolidation,22000,36,14.02,Online
APP001784,CUST000936,2023-04-03,Medical,22500,24,12.9,Broker
APP001785,CUST000339,2023-05-12,Debt Consolidation,41000,24,21.0,Online
APP001786,CUST002957,2023-05-02,Travel,42000,48,19.46,Online
APP001787,CUST005147,2024-08-04,Debt Consolidation,9500,36,20.28,Online
APP001788,CUST005608,2023-10-30,Car Purchase,6000,36,12.38,Online
APP001789,CUST001284,2024-11-25,Home Renovation,36000,36,19.21,Online
APP001790,CUST005984,2023-12-24,Debt Consolidation,42000,36,18.12,Online
APP001791,CUST003699,2023-11-22,Medical,25000,24,15.25,Broker
APP001792,CUST000288,2024-11-17,Travel,27500,24,17.89,Online
APP001793,CUST003056,2024-03-19,Wedding,47500,36,13.33,Online
APP001794,CUST005960,2023-07-27,Home Renovation,37000,36,17.86,Online
APP001795,CUST000706,2023-11-15,Home Renovation,13500,24,8.48,Broker
APP001796,CUST005887,2023-09-17,Debt Consolidation,43000,36,13.2,Online
APP001797,CUST000178,2023-04-06,Car Purchase,21500,60,17.63,Online
APP001798,CUST000768,2023-07-07,Car Purchase,24000,36,20.56,Broker
APP001799,CUST002390,2024-01-29,Debt Consolidation,42000,36,14.26,Online
APP001800,CUST002581,2023-12-28,Debt Consolidation,4000,24,20.26,Broker
APP001801,CUST005210,2023-05-16,Car Purchase,47000,36,12.36,Broker
APP001802,CUST001080,2023-06-24,Debt Consolidation,34000,36,21.63,Online
APP001803,CUST003123,2023-04-09,Medical,5000,60,8.62,Online
APP001804,CUST004324,2024-02-05,Other,27000,12,11.74,Online
APP001805,CUST004642,2024-02-18,Medical,37000,12,15.36,Online
APP001806,CUST003802,2023-10-05,Debt Consolidation,9500,48,16.67,Branch
APP001807,CUST005142,2024-09-18,Home Renovation,25000,36,8.43,Online
APP001808,CUST003596,2024-08-09,Medical,30500,24,17.54,Online
APP001809,CUST003143,2023-02-03,Home Renovation,9000,24,18.18,Online
APP001810,CUST004376,2024-04-19,Other,49000,48,10.44,Online
APP001811,CUST000987,2023-05-17,Car Purchase,13500,48,10.56,Online
APP001812,CUST004369,2024-06-27,Debt Consolidation,5000,48,11.9,Online
APP001813,CUST005908,2023-02-06,Debt Consolidation,33500,60,9.3,Online
APP001814,CUST004999,2023-02-07,Car Purchase,44000,12,7.95,Branch
APP001815,CUST001092,2023-02-10,Debt Consolidation,19000,24,12.89,Online
APP001816,CUST003962,2023-05-01,Travel,43500,36,12.31,Branch
APP001817,CUST004530,2023-04-16,Car Purchase,23500,36,9.84,Online
APP001818,CUST000046,2024-07-02,Wedding,14000,24,14.85,Online
APP001819,CUST005414,2024-11-02,Medical,43000,48,18.96,Broker
APP001820,CUST001468,2023-12-03,Home Renovation,33500,24,21.86,Branch
APP001821,CUST003522,2023-04-01,Medical,19000,12,7.53,Branch
APP001822,CUST003485,2023-11-13,Home Renovation,40500,48,20.37,Online
APP001823,CUST001959,2024-05-28,Home Renovation,11500,36,14.67,Branch
APP001824,CUST000358,2024-12-23,Home Renovation,17000,48,15.21,Online
APP001825,CUST005882,2023-03-26,Car Purchase,11000,24,14.92,Broker
APP001826,CUST001147,2023-06-26,Debt Consolidation,45500,24,11.65,Broker
APP001827,CUST004644,2024-04-19,Car Purchase,15500,12,17.67,Online
APP001828,CUST000017,2023-08-18,Travel,43500,24,8.01,Branch
APP001829,CUST001596,2023-07-21,Car Purchase,41500,24,21.18,Branch
APP001830,CUST003564,2024-05-03,Medical,24000,36,10.23,Online
APP001831,CUST004764,2024-10-04,Debt Consolidation,7000,60,19.65,Branch
APP001832,CUST004678,2023-12-04,Debt Consolidation,22000,12,8.11,Broker
APP001833,CUST001718,2024-03-23,Home Renovation,43500,36,10.2,Branch
APP001834,CUST003983,2023-10-03,Debt Consolidation,39500,24,13.0,Broker
APP001835,CUST003770,2023-11-19,Travel,33500,24,17.69,Online
APP001836,CUST002185,2024-06-03,Car Purchase,44500,12,11.34,Online
APP001837,CUST000801,2024-02-06,Travel,45000,36,15.23,Online
APP001838,CUST003124,2024-04-08,Debt Consolidation,24000,60,12.3,Online
APP001839,CUST004635,2023-03-23,Other,48500,36,8.94,Online
APP001840,CUST005855,2024-10-14,Debt Consolidation,8500,48,10.96,Online
APP001841,CUST000387,2023-05-19,Debt Consolidation,12500,12,18.55,Online
APP001842,CUST004766,2024-01-23,Debt Consolidation,15000,36,17.21,Online
APP001843,CUST001876,2024-07-19,Car Purchase,26000,36,9.84,Online
APP001844,CUST004752,2024-10-21,Debt Consolidation,27500,24,15.73,Branch
APP001845,CUST005585,2023-05-24,Debt Consolidation,45000,60,19.29,Online
APP001846,CUST000115,2024-01-15,Car Purchase,10000,48,7.55,Branch
APP001847,CUST005806,2023-01-28,Debt Consolidation,18000,36,14.34,Online
APP001848,CUST005650,2023-01-13,Home Renovation,2000,24,8.81,Branch
APP001849,CUST005308,2024-09-30,Home Renovation,49000,36,13.56,Online
APP001850,CUST004671,2023-10-30,Medical,5000,36,21.25,Branch
APP001851,CUST005385,2023-08-21,Travel,32000,24,18.28,Broker
APP001852,CUST000543,2023-06-06,Car Purchase,46000,24,17.09,Online
APP001853,CUST005494,2023-02-27,Home Renovation,2500,36,20.74,Online
APP001854,CUST001196,2023-12-19,Car Purchase,40000,24,16.31,Online
APP001855,CUST003677,2023-11-12,Car Purchase,35500,36,10.2,Online
APP001856,CUST002681,2024-01-23,Travel,31000,48,20.42,Branch
APP001857,CUST003044,2024-07-11,Wedding,31500,24,13.74,Broker
APP001858,CUST000501,2023-10-04,Debt Consolidation,4500,48,10.51,Online
APP001859,CUST001735,2024-07-15,Home Renovation,44500,60,11.2,Branch
APP001860,CUST000724,2023-11-01,Wedding,26500,48,21.03,Online
APP001861,CUST005063,2024-09-30,Car Purchase,16000,24,16.17,Online
APP001862,CUST003818,2024-07-28,Other,4500,48,17.24,Branch
APP001863,CUST000131,2023-05-03,Travel,22500,24,13.75,Broker
APP001864,CUST001614,2023-04-29,Car Purchase,17500,36,17.76,Online
APP001865,CUST004610,2024-12-25,Debt Consolidation,13000,36,10.75,Broker
APP001866,CUST005208,2024-09-08,Debt Consolidation,4500,24,15.48,Online
APP001867,CUST003955,2023-11-09,Debt Consolidation,16500,24,20.42,Online
APP001868,CUST002222,2023-01-06,Home Renovation,35500,36,11.39,Broker
APP001869,CUST000183,2024-07-28,Car Purchase,19500,48,15.68,Broker
APP001870,CUST005830,2023-05-05,Debt Consolidation,6000,60,14.51,Broker
APP001871,CUST000409,2023-04-04,Home Renovation,25000,48,20.97,Branch
APP001872,CUST000146,2024-04-19,Debt Consolidation,38500,36,16.24,Online
APP001873,CUST002880,2023-09-19,Home Renovation,23500,48,10.24,Online
APP001874,CUST001898,2024-10-16,Car Purchase,36000,24,16.28,Online
APP001875,CUST002718,2023-07-24,Car Purchase,14500,60,8.22,Online
APP001876,CUST001965,2023-06-26,Medical,11500,48,18.36,Online
APP001877,CUST001600,2023-09-21,Debt Consolidation,43500,24,17.33,Online
APP001878,CUST005493,2024-11-03,Wedding,27500,36,21.18,Online
APP001879,CUST003358,2024-01-30,Debt Consolidation,28000,36,12.33,Online
APP001880,CUST003704,2023-09-26,Debt Consolidation,25000,36,15.32,Branch
APP001881,CUST004526,2023-02-15,Medical,33500,12,11.87,Branch
APP001882,CUST000925,2024-09-08,Other,43500,24,22.0,Online
APP001883,CUST003707,2024-02-13,Debt Consolidation,18500,36,19.91,Branch
APP001884,CUST002139,2023-09-13,Home Renovation,11000,24,15.15,Online
APP001885,CUST005410,2023-10-02,Wedding,8000,12,12.05,Broker
APP001886,CUST002197,2024-05-31,Debt Consolidation,38000,48,17.26,Broker
APP001887,CUST002832,2024-01-19,Home Renovation,3500,60,18.66,Online
APP001888,CUST005562,2023-04-04,Debt Consolidation,23000,48,18.83,Online
APP001889,CUST005664,2023-12-08,Other,28500,48,12.78,Online
APP001890,CUST004102,2024-05-28,Debt Consolidation,17500,24,12.99,Online
APP001891,CUST004173,2023-12-11,Other,36500,24,19.98,Broker
APP001892,CUST002050,2024-09-09,Debt Consolidation,45500,24,17.03,Online
